Path,Machine_Type,Dataset,Status,Machine_ID,Sample_ID,nb_echantillon,freq_echantillonnage
Data\ToyCar\train\normal_id_04_00000063.wav,ToyCar,train,normal,04,00000063,176000,16000
Data\ToyCar\train\normal_id_04_00000064.wav,ToyCar,train,normal,04,00000064,176000,16000
Data\ToyCar\train\normal_id_04_00000065.wav,ToyCar,train,normal,04,00000065,176000,16000
Data\ToyCar\train\normal_id_04_00000066.wav,ToyCar,train,normal,04,00000066,176000,16000
Data\ToyCar\train\normal_id_04_00000067.wav,ToyCar,train,normal,04,00000067,176000,16000
Data\ToyCar\train\normal_id_04_00000068.wav,ToyCar,train,normal,04,00000068,176000,16000
Data\ToyCar\train\normal_id_04_00000069.wav,ToyCar,train,normal,04,00000069,176000,16000
Data\ToyCar\train\normal_id_04_00000070.wav,ToyCar,train,normal,04,00000070,176000,16000
Data\ToyCar\train\normal_id_04_00000071.wav,ToyCar,train,normal,04,00000071,176000,16000
Data\ToyCar\train\normal_id_04_00000072.wav,ToyCar,train,normal,04,00000072,176000,16000
Data\ToyCar\train\normal_id_04_00000073.wav,ToyCar,train,normal,04,00000073,176000,16000
Data\ToyCar\train\normal_id_04_00000074.wav,ToyCar,train,normal,04,00000074,176000,16000
Data\ToyCar\train\normal_id_04_00000075.wav,ToyCar,train,normal,04,00000075,176000,16000
Data\ToyCar\train\normal_id_04_00000076.wav,ToyCar,train,normal,04,00000076,176000,16000
Data\ToyCar\train\normal_id_04_00000077.wav,ToyCar,train,normal,04,00000077,176000,16000
Data\ToyCar\train\normal_id_04_00000078.wav,ToyCar,train,normal,04,00000078,176000,16000
Data\ToyCar\train\normal_id_04_00000079.wav,ToyCar,train,normal,04,00000079,176000,16000
Data\ToyCar\train\normal_id_04_00000080.wav,ToyCar,train,normal,04,00000080,176000,16000
Data\ToyCar\train\normal_id_04_00000081.wav,ToyCar,train,normal,04,00000081,176000,16000
Data\ToyCar\train\normal_id_04_00000082.wav,ToyCar,train,normal,04,00000082,176000,16000
Data\ToyCar\train\normal_id_04_00000083.wav,ToyCar,train,normal,04,00000083,176000,16000
Data\ToyCar\train\normal_id_04_00000084.wav,ToyCar,train,normal,04,00000084,176000,16000
Data\ToyCar\train\normal_id_04_00000085.wav,ToyCar,train,normal,04,00000085,176000,16000
Data\ToyCar\train\normal_id_04_00000086.wav,ToyCar,train,normal,04,00000086,176000,16000
Data\ToyCar\train\normal_id_04_00000087.wav,ToyCar,train,normal,04,00000087,176000,16000
Data\ToyCar\train\normal_id_04_00000088.wav,ToyCar,train,normal,04,00000088,176000,16000
Data\ToyCar\train\normal_id_04_00000089.wav,ToyCar,train,normal,04,00000089,176000,16000
Data\ToyCar\train\normal_id_04_00000090.wav,ToyCar,train,normal,04,00000090,176000,16000
Data\ToyCar\train\normal_id_04_00000091.wav,ToyCar,train,normal,04,00000091,176000,16000
Data\ToyCar\train\normal_id_04_00000092.wav,ToyCar,train,normal,04,00000092,176000,16000
Data\ToyCar\train\normal_id_04_00000093.wav,ToyCar,train,normal,04,00000093,176000,16000
Data\ToyCar\train\normal_id_04_00000094.wav,ToyCar,train,normal,04,00000094,176000,16000
Data\ToyCar\train\normal_id_04_00000095.wav,ToyCar,train,normal,04,00000095,176000,16000
Data\ToyCar\train\normal_id_04_00000096.wav,ToyCar,train,normal,04,00000096,176000,16000
Data\ToyCar\train\normal_id_04_00000097.wav,ToyCar,train,normal,04,00000097,176000,16000
Data\ToyCar\train\normal_id_04_00000098.wav,ToyCar,train,normal,04,00000098,176000,16000
Data\ToyCar\train\normal_id_04_00000099.wav,ToyCar,train,normal,04,00000099,176000,16000
Data\ToyCar\train\normal_id_04_00000100.wav,ToyCar,train,normal,04,00000100,176000,16000
Data\ToyCar\train\normal_id_04_00000101.wav,ToyCar,train,normal,04,00000101,176000,16000
Data\ToyCar\train\normal_id_04_00000102.wav,ToyCar,train,normal,04,00000102,176000,16000
Data\ToyCar\train\normal_id_04_00000103.wav,ToyCar,train,normal,04,00000103,176000,16000
Data\ToyCar\train\normal_id_04_00000104.wav,ToyCar,train,normal,04,00000104,176000,16000
Data\ToyCar\train\normal_id_04_00000105.wav,ToyCar,train,normal,04,00000105,176000,16000
Data\ToyCar\train\normal_id_04_00000106.wav,ToyCar,train,normal,04,00000106,176000,16000
Data\ToyCar\train\normal_id_04_00000107.wav,ToyCar,train,normal,04,00000107,176000,16000
Data\ToyCar\train\normal_id_04_00000108.wav,ToyCar,train,normal,04,00000108,176000,16000
Data\ToyCar\train\normal_id_04_00000109.wav,ToyCar,train,normal,04,00000109,176000,16000
Data\ToyCar\train\normal_id_04_00000110.wav,ToyCar,train,normal,04,00000110,176000,16000
Data\ToyCar\train\normal_id_04_00000111.wav,ToyCar,train,normal,04,00000111,176000,16000
Data\ToyCar\train\normal_id_04_00000112.wav,ToyCar,train,normal,04,00000112,176000,16000
Data\ToyCar\train\normal_id_04_00000113.wav,ToyCar,train,normal,04,00000113,176000,16000
Data\ToyCar\train\normal_id_04_00000114.wav,ToyCar,train,normal,04,00000114,176000,16000
Data\ToyCar\train\normal_id_04_00000115.wav,ToyCar,train,normal,04,00000115,176000,16000
Data\ToyCar\train\normal_id_04_00000116.wav,ToyCar,train,normal,04,00000116,176000,16000
Data\ToyCar\train\normal_id_04_00000117.wav,ToyCar,train,normal,04,00000117,176000,16000
Data\ToyCar\train\normal_id_04_00000118.wav,ToyCar,train,normal,04,00000118,176000,16000
Data\ToyCar\train\normal_id_04_00000119.wav,ToyCar,train,normal,04,00000119,176000,16000
Data\ToyCar\train\normal_id_04_00000120.wav,ToyCar,train,normal,04,00000120,176000,16000
Data\ToyCar\train\normal_id_04_00000121.wav,ToyCar,train,normal,04,00000121,176000,16000
Data\ToyCar\train\normal_id_04_00000122.wav,ToyCar,train,normal,04,00000122,176000,16000
Data\ToyCar\train\normal_id_04_00000123.wav,ToyCar,train,normal,04,00000123,176000,16000
Data\ToyCar\train\normal_id_04_00000124.wav,ToyCar,train,normal,04,00000124,176000,16000
Data\ToyCar\train\normal_id_04_00000125.wav,ToyCar,train,normal,04,00000125,176000,16000
Data\ToyCar\train\normal_id_04_00000126.wav,ToyCar,train,normal,04,00000126,176000,16000
Data\ToyCar\train\normal_id_04_00000127.wav,ToyCar,train,normal,04,00000127,176000,16000
Data\ToyCar\train\normal_id_04_00000128.wav,ToyCar,train,normal,04,00000128,176000,16000
Data\ToyCar\train\normal_id_04_00000129.wav,ToyCar,train,normal,04,00000129,176000,16000
Data\ToyCar\train\normal_id_04_00000130.wav,ToyCar,train,normal,04,00000130,176000,16000
Data\ToyCar\train\normal_id_04_00000131.wav,ToyCar,train,normal,04,00000131,176000,16000
Data\ToyCar\train\normal_id_04_00000132.wav,ToyCar,train,normal,04,00000132,176000,16000
Data\ToyCar\train\normal_id_04_00000133.wav,ToyCar,train,normal,04,00000133,176000,16000
Data\ToyCar\train\normal_id_04_00000134.wav,ToyCar,train,normal,04,00000134,176000,16000
Data\ToyCar\train\normal_id_04_00000135.wav,ToyCar,train,normal,04,00000135,176000,16000
Data\ToyCar\train\normal_id_04_00000136.wav,ToyCar,train,normal,04,00000136,176000,16000
Data\ToyCar\train\normal_id_04_00000137.wav,ToyCar,train,normal,04,00000137,176000,16000
Data\ToyCar\train\normal_id_04_00000138.wav,ToyCar,train,normal,04,00000138,176000,16000
Data\ToyCar\train\normal_id_04_00000139.wav,ToyCar,train,normal,04,00000139,176000,16000
Data\ToyCar\train\normal_id_04_00000140.wav,ToyCar,train,normal,04,00000140,176000,16000
Data\ToyCar\train\normal_id_04_00000141.wav,ToyCar,train,normal,04,00000141,176000,16000
Data\ToyCar\train\normal_id_04_00000142.wav,ToyCar,train,normal,04,00000142,176000,16000
Data\ToyCar\train\normal_id_04_00000143.wav,ToyCar,train,normal,04,00000143,176000,16000
Data\ToyCar\train\normal_id_04_00000144.wav,ToyCar,train,normal,04,00000144,176000,16000
Data\ToyCar\train\normal_id_04_00000145.wav,ToyCar,train,normal,04,00000145,176000,16000
Data\ToyCar\train\normal_id_04_00000146.wav,ToyCar,train,normal,04,00000146,176000,16000
Data\ToyCar\train\normal_id_04_00000147.wav,ToyCar,train,normal,04,00000147,176000,16000
Data\ToyCar\train\normal_id_04_00000148.wav,ToyCar,train,normal,04,00000148,176000,16000
Data\ToyCar\train\normal_id_04_00000149.wav,ToyCar,train,normal,04,00000149,176000,16000
Data\ToyCar\train\normal_id_04_00000150.wav,ToyCar,train,normal,04,00000150,176000,16000
Data\ToyCar\train\normal_id_04_00000151.wav,ToyCar,train,normal,04,00000151,176000,16000
Data\ToyCar\train\normal_id_04_00000152.wav,ToyCar,train,normal,04,00000152,176000,16000
Data\ToyCar\train\normal_id_04_00000153.wav,ToyCar,train,normal,04,00000153,176000,16000
Data\ToyCar\train\normal_id_04_00000154.wav,ToyCar,train,normal,04,00000154,176000,16000
Data\ToyCar\train\normal_id_04_00000155.wav,ToyCar,train,normal,04,00000155,176000,16000
Data\ToyCar\train\normal_id_04_00000156.wav,ToyCar,train,normal,04,00000156,176000,16000
Data\ToyCar\train\normal_id_04_00000157.wav,ToyCar,train,normal,04,00000157,176000,16000
Data\ToyCar\train\normal_id_04_00000158.wav,ToyCar,train,normal,04,00000158,176000,16000
Data\ToyCar\train\normal_id_04_00000159.wav,ToyCar,train,normal,04,00000159,176000,16000
Data\ToyCar\train\normal_id_04_00000160.wav,ToyCar,train,normal,04,00000160,176000,16000
Data\ToyCar\train\normal_id_04_00000161.wav,ToyCar,train,normal,04,00000161,176000,16000
Data\ToyCar\train\normal_id_04_00000162.wav,ToyCar,train,normal,04,00000162,176000,16000
Data\ToyCar\train\normal_id_04_00000163.wav,ToyCar,train,normal,04,00000163,176000,16000
Data\ToyCar\train\normal_id_04_00000164.wav,ToyCar,train,normal,04,00000164,176000,16000
Data\ToyCar\train\normal_id_04_00000165.wav,ToyCar,train,normal,04,00000165,176000,16000
Data\ToyCar\train\normal_id_04_00000166.wav,ToyCar,train,normal,04,00000166,176000,16000
Data\ToyCar\train\normal_id_04_00000167.wav,ToyCar,train,normal,04,00000167,176000,16000
Data\ToyCar\train\normal_id_04_00000168.wav,ToyCar,train,normal,04,00000168,176000,16000
Data\ToyCar\train\normal_id_04_00000169.wav,ToyCar,train,normal,04,00000169,176000,16000
Data\ToyCar\train\normal_id_04_00000170.wav,ToyCar,train,normal,04,00000170,176000,16000
Data\ToyCar\train\normal_id_04_00000171.wav,ToyCar,train,normal,04,00000171,176000,16000
Data\ToyCar\train\normal_id_04_00000172.wav,ToyCar,train,normal,04,00000172,176000,16000
Data\ToyCar\train\normal_id_04_00000173.wav,ToyCar,train,normal,04,00000173,176000,16000
Data\ToyCar\train\normal_id_04_00000174.wav,ToyCar,train,normal,04,00000174,176000,16000
Data\ToyCar\train\normal_id_04_00000175.wav,ToyCar,train,normal,04,00000175,176000,16000
Data\ToyCar\train\normal_id_04_00000176.wav,ToyCar,train,normal,04,00000176,176000,16000
Data\ToyCar\train\normal_id_04_00000177.wav,ToyCar,train,normal,04,00000177,176000,16000
Data\ToyCar\train\normal_id_04_00000178.wav,ToyCar,train,normal,04,00000178,176000,16000
Data\ToyCar\train\normal_id_04_00000179.wav,ToyCar,train,normal,04,00000179,176000,16000
Data\ToyCar\train\normal_id_04_00000180.wav,ToyCar,train,normal,04,00000180,176000,16000
Data\ToyCar\train\normal_id_04_00000181.wav,ToyCar,train,normal,04,00000181,176000,16000
Data\ToyCar\train\normal_id_04_00000182.wav,ToyCar,train,normal,04,00000182,176000,16000
Data\ToyCar\train\normal_id_04_00000183.wav,ToyCar,train,normal,04,00000183,176000,16000
Data\ToyCar\train\normal_id_04_00000184.wav,ToyCar,train,normal,04,00000184,176000,16000
Data\ToyCar\train\normal_id_04_00000185.wav,ToyCar,train,normal,04,00000185,176000,16000
Data\ToyCar\train\normal_id_04_00000186.wav,ToyCar,train,normal,04,00000186,176000,16000
Data\ToyCar\train\normal_id_04_00000187.wav,ToyCar,train,normal,04,00000187,176000,16000
Data\ToyCar\train\normal_id_04_00000188.wav,ToyCar,train,normal,04,00000188,176000,16000
Data\ToyCar\train\normal_id_04_00000189.wav,ToyCar,train,normal,04,00000189,176000,16000
Data\ToyCar\train\normal_id_04_00000190.wav,ToyCar,train,normal,04,00000190,176000,16000
Data\ToyCar\train\normal_id_04_00000191.wav,ToyCar,train,normal,04,00000191,176000,16000
Data\ToyCar\train\normal_id_04_00000192.wav,ToyCar,train,normal,04,00000192,176000,16000
Data\ToyCar\train\normal_id_04_00000193.wav,ToyCar,train,normal,04,00000193,176000,16000
Data\ToyCar\train\normal_id_04_00000194.wav,ToyCar,train,normal,04,00000194,176000,16000
Data\ToyCar\train\normal_id_04_00000195.wav,ToyCar,train,normal,04,00000195,176000,16000
Data\ToyCar\train\normal_id_04_00000196.wav,ToyCar,train,normal,04,00000196,176000,16000
Data\ToyCar\train\normal_id_04_00000197.wav,ToyCar,train,normal,04,00000197,176000,16000
Data\ToyCar\train\normal_id_04_00000198.wav,ToyCar,train,normal,04,00000198,176000,16000
Data\ToyCar\train\normal_id_04_00000199.wav,ToyCar,train,normal,04,00000199,176000,16000
Data\ToyCar\train\normal_id_04_00000200.wav,ToyCar,train,normal,04,00000200,176000,16000
Data\ToyCar\train\normal_id_04_00000201.wav,ToyCar,train,normal,04,00000201,176000,16000
Data\ToyCar\train\normal_id_04_00000202.wav,ToyCar,train,normal,04,00000202,176000,16000
Data\ToyCar\train\normal_id_04_00000203.wav,ToyCar,train,normal,04,00000203,176000,16000
Data\ToyCar\train\normal_id_04_00000204.wav,ToyCar,train,normal,04,00000204,176000,16000
Data\ToyCar\train\normal_id_04_00000205.wav,ToyCar,train,normal,04,00000205,176000,16000
Data\ToyCar\train\normal_id_04_00000206.wav,ToyCar,train,normal,04,00000206,176000,16000
Data\ToyCar\train\normal_id_04_00000207.wav,ToyCar,train,normal,04,00000207,176000,16000
Data\ToyCar\train\normal_id_04_00000208.wav,ToyCar,train,normal,04,00000208,176000,16000
Data\ToyCar\train\normal_id_04_00000209.wav,ToyCar,train,normal,04,00000209,176000,16000
Data\ToyCar\train\normal_id_04_00000210.wav,ToyCar,train,normal,04,00000210,176000,16000
Data\ToyCar\train\normal_id_04_00000211.wav,ToyCar,train,normal,04,00000211,176000,16000
Data\ToyCar\train\normal_id_04_00000212.wav,ToyCar,train,normal,04,00000212,176000,16000
Data\ToyCar\train\normal_id_04_00000213.wav,ToyCar,train,normal,04,00000213,176000,16000
Data\ToyCar\train\normal_id_04_00000214.wav,ToyCar,train,normal,04,00000214,176000,16000
Data\ToyCar\train\normal_id_04_00000215.wav,ToyCar,train,normal,04,00000215,176000,16000
Data\ToyCar\train\normal_id_04_00000216.wav,ToyCar,train,normal,04,00000216,176000,16000
Data\ToyCar\train\normal_id_04_00000217.wav,ToyCar,train,normal,04,00000217,176000,16000
Data\ToyCar\train\normal_id_04_00000218.wav,ToyCar,train,normal,04,00000218,176000,16000
Data\ToyCar\train\normal_id_04_00000219.wav,ToyCar,train,normal,04,00000219,176000,16000
Data\ToyCar\train\normal_id_04_00000220.wav,ToyCar,train,normal,04,00000220,176000,16000
Data\ToyCar\train\normal_id_04_00000221.wav,ToyCar,train,normal,04,00000221,176000,16000
Data\ToyCar\train\normal_id_04_00000222.wav,ToyCar,train,normal,04,00000222,176000,16000
Data\ToyCar\train\normal_id_04_00000223.wav,ToyCar,train,normal,04,00000223,176000,16000
Data\ToyCar\train\normal_id_04_00000224.wav,ToyCar,train,normal,04,00000224,176000,16000
Data\ToyCar\train\normal_id_04_00000225.wav,ToyCar,train,normal,04,00000225,176000,16000
Data\ToyCar\train\normal_id_04_00000226.wav,ToyCar,train,normal,04,00000226,176000,16000
Data\ToyCar\train\normal_id_04_00000227.wav,ToyCar,train,normal,04,00000227,176000,16000
Data\ToyCar\train\normal_id_04_00000228.wav,ToyCar,train,normal,04,00000228,176000,16000
Data\ToyCar\train\normal_id_04_00000229.wav,ToyCar,train,normal,04,00000229,176000,16000
Data\ToyCar\train\normal_id_04_00000230.wav,ToyCar,train,normal,04,00000230,176000,16000
Data\ToyCar\train\normal_id_04_00000231.wav,ToyCar,train,normal,04,00000231,176000,16000
Data\ToyCar\train\normal_id_04_00000232.wav,ToyCar,train,normal,04,00000232,176000,16000
Data\ToyCar\train\normal_id_04_00000233.wav,ToyCar,train,normal,04,00000233,176000,16000
Data\ToyCar\train\normal_id_04_00000234.wav,ToyCar,train,normal,04,00000234,176000,16000
Data\ToyCar\train\normal_id_04_00000235.wav,ToyCar,train,normal,04,00000235,176000,16000
Data\ToyCar\train\normal_id_04_00000236.wav,ToyCar,train,normal,04,00000236,176000,16000
Data\ToyCar\train\normal_id_04_00000237.wav,ToyCar,train,normal,04,00000237,176000,16000
Data\ToyCar\train\normal_id_04_00000238.wav,ToyCar,train,normal,04,00000238,176000,16000
Data\ToyCar\train\normal_id_04_00000239.wav,ToyCar,train,normal,04,00000239,176000,16000
Data\ToyCar\train\normal_id_04_00000240.wav,ToyCar,train,normal,04,00000240,176000,16000
Data\ToyCar\train\normal_id_04_00000241.wav,ToyCar,train,normal,04,00000241,176000,16000
Data\ToyCar\train\normal_id_04_00000242.wav,ToyCar,train,normal,04,00000242,176000,16000
Data\ToyCar\train\normal_id_04_00000243.wav,ToyCar,train,normal,04,00000243,176000,16000
Data\ToyCar\train\normal_id_04_00000244.wav,ToyCar,train,normal,04,00000244,176000,16000
Data\ToyCar\train\normal_id_04_00000245.wav,ToyCar,train,normal,04,00000245,176000,16000
Data\ToyCar\train\normal_id_04_00000246.wav,ToyCar,train,normal,04,00000246,176000,16000
Data\ToyCar\train\normal_id_04_00000247.wav,ToyCar,train,normal,04,00000247,176000,16000
Data\ToyCar\train\normal_id_04_00000248.wav,ToyCar,train,normal,04,00000248,176000,16000
Data\ToyCar\train\normal_id_04_00000249.wav,ToyCar,train,normal,04,00000249,176000,16000
Data\ToyCar\train\normal_id_04_00000250.wav,ToyCar,train,normal,04,00000250,176000,16000
Data\ToyCar\train\normal_id_04_00000251.wav,ToyCar,train,normal,04,00000251,176000,16000
Data\ToyCar\train\normal_id_04_00000252.wav,ToyCar,train,normal,04,00000252,176000,16000
Data\ToyCar\train\normal_id_04_00000253.wav,ToyCar,train,normal,04,00000253,176000,16000
Data\ToyCar\train\normal_id_04_00000254.wav,ToyCar,train,normal,04,00000254,176000,16000
Data\ToyCar\train\normal_id_04_00000255.wav,ToyCar,train,normal,04,00000255,176000,16000
Data\ToyCar\train\normal_id_04_00000256.wav,ToyCar,train,normal,04,00000256,176000,16000
Data\ToyCar\train\normal_id_04_00000257.wav,ToyCar,train,normal,04,00000257,176000,16000
Data\ToyCar\train\normal_id_04_00000258.wav,ToyCar,train,normal,04,00000258,176000,16000
Data\ToyCar\train\normal_id_04_00000259.wav,ToyCar,train,normal,04,00000259,176000,16000
Data\ToyCar\train\normal_id_04_00000260.wav,ToyCar,train,normal,04,00000260,176000,16000
Data\ToyCar\train\normal_id_04_00000261.wav,ToyCar,train,normal,04,00000261,176000,16000
Data\ToyCar\train\normal_id_04_00000262.wav,ToyCar,train,normal,04,00000262,176000,16000
Data\ToyCar\train\normal_id_04_00000263.wav,ToyCar,train,normal,04,00000263,176000,16000
Data\ToyCar\train\normal_id_04_00000264.wav,ToyCar,train,normal,04,00000264,176000,16000
Data\ToyCar\train\normal_id_04_00000265.wav,ToyCar,train,normal,04,00000265,176000,16000
Data\ToyCar\train\normal_id_04_00000266.wav,ToyCar,train,normal,04,00000266,176000,16000
Data\ToyCar\train\normal_id_04_00000267.wav,ToyCar,train,normal,04,00000267,176000,16000
Data\ToyCar\train\normal_id_04_00000268.wav,ToyCar,train,normal,04,00000268,176000,16000
Data\ToyCar\train\normal_id_04_00000269.wav,ToyCar,train,normal,04,00000269,176000,16000
Data\ToyCar\train\normal_id_04_00000270.wav,ToyCar,train,normal,04,00000270,176000,16000
Data\ToyCar\train\normal_id_04_00000271.wav,ToyCar,train,normal,04,00000271,176000,16000
Data\ToyCar\train\normal_id_04_00000272.wav,ToyCar,train,normal,04,00000272,176000,16000
Data\ToyCar\train\normal_id_04_00000273.wav,ToyCar,train,normal,04,00000273,176000,16000
Data\ToyCar\train\normal_id_04_00000274.wav,ToyCar,train,normal,04,00000274,176000,16000
Data\ToyCar\train\normal_id_04_00000275.wav,ToyCar,train,normal,04,00000275,176000,16000
Data\ToyCar\train\normal_id_04_00000276.wav,ToyCar,train,normal,04,00000276,176000,16000
Data\ToyCar\train\normal_id_04_00000277.wav,ToyCar,train,normal,04,00000277,176000,16000
Data\ToyCar\train\normal_id_04_00000278.wav,ToyCar,train,normal,04,00000278,176000,16000
Data\ToyCar\train\normal_id_04_00000279.wav,ToyCar,train,normal,04,00000279,176000,16000
Data\ToyCar\train\normal_id_04_00000280.wav,ToyCar,train,normal,04,00000280,176000,16000
Data\ToyCar\train\normal_id_04_00000281.wav,ToyCar,train,normal,04,00000281,176000,16000
Data\ToyCar\train\normal_id_04_00000282.wav,ToyCar,train,normal,04,00000282,176000,16000
Data\ToyCar\train\normal_id_04_00000283.wav,ToyCar,train,normal,04,00000283,176000,16000
Data\ToyCar\train\normal_id_04_00000284.wav,ToyCar,train,normal,04,00000284,176000,16000
Data\ToyCar\train\normal_id_04_00000285.wav,ToyCar,train,normal,04,00000285,176000,16000
Data\ToyCar\train\normal_id_04_00000286.wav,ToyCar,train,normal,04,00000286,176000,16000
Data\ToyCar\train\normal_id_04_00000287.wav,ToyCar,train,normal,04,00000287,176000,16000
Data\ToyCar\train\normal_id_04_00000288.wav,ToyCar,train,normal,04,00000288,176000,16000
Data\ToyCar\train\normal_id_04_00000289.wav,ToyCar,train,normal,04,00000289,176000,16000
Data\ToyCar\train\normal_id_04_00000290.wav,ToyCar,train,normal,04,00000290,176000,16000
Data\ToyCar\train\normal_id_04_00000291.wav,ToyCar,train,normal,04,00000291,176000,16000
Data\ToyCar\train\normal_id_04_00000292.wav,ToyCar,train,normal,04,00000292,176000,16000
Data\ToyCar\train\normal_id_04_00000293.wav,ToyCar,train,normal,04,00000293,176000,16000
Data\ToyCar\train\normal_id_04_00000294.wav,ToyCar,train,normal,04,00000294,176000,16000
Data\ToyCar\train\normal_id_04_00000295.wav,ToyCar,train,normal,04,00000295,176000,16000
Data\ToyCar\train\normal_id_04_00000296.wav,ToyCar,train,normal,04,00000296,176000,16000
Data\ToyCar\train\normal_id_04_00000297.wav,ToyCar,train,normal,04,00000297,176000,16000
Data\ToyCar\train\normal_id_04_00000298.wav,ToyCar,train,normal,04,00000298,176000,16000
Data\ToyCar\train\normal_id_04_00000299.wav,ToyCar,train,normal,04,00000299,176000,16000
Data\ToyCar\train\normal_id_04_00000300.wav,ToyCar,train,normal,04,00000300,176000,16000
Data\ToyCar\train\normal_id_04_00000301.wav,ToyCar,train,normal,04,00000301,176000,16000
Data\ToyCar\train\normal_id_04_00000302.wav,ToyCar,train,normal,04,00000302,176000,16000
Data\ToyCar\train\normal_id_04_00000303.wav,ToyCar,train,normal,04,00000303,176000,16000
Data\ToyCar\train\normal_id_04_00000304.wav,ToyCar,train,normal,04,00000304,176000,16000
Data\ToyCar\train\normal_id_04_00000305.wav,ToyCar,train,normal,04,00000305,176000,16000
Data\ToyCar\train\normal_id_04_00000306.wav,ToyCar,train,normal,04,00000306,176000,16000
Data\ToyCar\train\normal_id_04_00000307.wav,ToyCar,train,normal,04,00000307,176000,16000
Data\ToyCar\train\normal_id_04_00000308.wav,ToyCar,train,normal,04,00000308,176000,16000
Data\ToyCar\train\normal_id_04_00000309.wav,ToyCar,train,normal,04,00000309,176000,16000
Data\ToyCar\train\normal_id_04_00000310.wav,ToyCar,train,normal,04,00000310,176000,16000
Data\ToyCar\train\normal_id_04_00000311.wav,ToyCar,train,normal,04,00000311,176000,16000
Data\ToyCar\train\normal_id_04_00000312.wav,ToyCar,train,normal,04,00000312,176000,16000
Data\ToyCar\train\normal_id_04_00000313.wav,ToyCar,train,normal,04,00000313,176000,16000
Data\ToyCar\train\normal_id_04_00000314.wav,ToyCar,train,normal,04,00000314,176000,16000
Data\ToyCar\train\normal_id_04_00000315.wav,ToyCar,train,normal,04,00000315,176000,16000
Data\ToyCar\train\normal_id_04_00000316.wav,ToyCar,train,normal,04,00000316,176000,16000
Data\ToyCar\train\normal_id_04_00000317.wav,ToyCar,train,normal,04,00000317,176000,16000
Data\ToyCar\train\normal_id_04_00000318.wav,ToyCar,train,normal,04,00000318,176000,16000
Data\ToyCar\train\normal_id_04_00000319.wav,ToyCar,train,normal,04,00000319,176000,16000
Data\ToyCar\train\normal_id_04_00000320.wav,ToyCar,train,normal,04,00000320,176000,16000
Data\ToyCar\train\normal_id_04_00000321.wav,ToyCar,train,normal,04,00000321,176000,16000
Data\ToyCar\train\normal_id_04_00000322.wav,ToyCar,train,normal,04,00000322,176000,16000
Data\ToyCar\train\normal_id_04_00000323.wav,ToyCar,train,normal,04,00000323,176000,16000
Data\ToyCar\train\normal_id_04_00000324.wav,ToyCar,train,normal,04,00000324,176000,16000
Data\ToyCar\train\normal_id_04_00000325.wav,ToyCar,train,normal,04,00000325,176000,16000
Data\ToyCar\train\normal_id_04_00000326.wav,ToyCar,train,normal,04,00000326,176000,16000
Data\ToyCar\train\normal_id_04_00000327.wav,ToyCar,train,normal,04,00000327,176000,16000
Data\ToyCar\train\normal_id_04_00000328.wav,ToyCar,train,normal,04,00000328,176000,16000
Data\ToyCar\train\normal_id_04_00000329.wav,ToyCar,train,normal,04,00000329,176000,16000
Data\ToyCar\train\normal_id_04_00000330.wav,ToyCar,train,normal,04,00000330,176000,16000
Data\ToyCar\train\normal_id_04_00000331.wav,ToyCar,train,normal,04,00000331,176000,16000
Data\ToyCar\train\normal_id_04_00000332.wav,ToyCar,train,normal,04,00000332,176000,16000
Data\ToyCar\train\normal_id_04_00000333.wav,ToyCar,train,normal,04,00000333,176000,16000
Data\ToyCar\train\normal_id_04_00000334.wav,ToyCar,train,normal,04,00000334,176000,16000
Data\ToyCar\train\normal_id_04_00000335.wav,ToyCar,train,normal,04,00000335,176000,16000
Data\ToyCar\train\normal_id_04_00000336.wav,ToyCar,train,normal,04,00000336,176000,16000
Data\ToyCar\train\normal_id_04_00000337.wav,ToyCar,train,normal,04,00000337,176000,16000
Data\ToyCar\train\normal_id_04_00000338.wav,ToyCar,train,normal,04,00000338,176000,16000
Data\ToyCar\train\normal_id_04_00000339.wav,ToyCar,train,normal,04,00000339,176000,16000
Data\ToyCar\train\normal_id_04_00000340.wav,ToyCar,train,normal,04,00000340,176000,16000
Data\ToyCar\train\normal_id_04_00000341.wav,ToyCar,train,normal,04,00000341,176000,16000
Data\ToyCar\train\normal_id_04_00000342.wav,ToyCar,train,normal,04,00000342,176000,16000
Data\ToyCar\train\normal_id_04_00000343.wav,ToyCar,train,normal,04,00000343,176000,16000
Data\ToyCar\train\normal_id_04_00000344.wav,ToyCar,train,normal,04,00000344,176000,16000
Data\ToyCar\train\normal_id_04_00000345.wav,ToyCar,train,normal,04,00000345,176000,16000
Data\ToyCar\train\normal_id_04_00000346.wav,ToyCar,train,normal,04,00000346,176000,16000
Data\ToyCar\train\normal_id_04_00000347.wav,ToyCar,train,normal,04,00000347,176000,16000
Data\ToyCar\train\normal_id_04_00000348.wav,ToyCar,train,normal,04,00000348,176000,16000
Data\ToyCar\train\normal_id_04_00000349.wav,ToyCar,train,normal,04,00000349,176000,16000
Data\ToyCar\train\normal_id_04_00000350.wav,ToyCar,train,normal,04,00000350,176000,16000
Data\ToyCar\train\normal_id_04_00000351.wav,ToyCar,train,normal,04,00000351,176000,16000
Data\ToyCar\train\normal_id_04_00000352.wav,ToyCar,train,normal,04,00000352,176000,16000
